0.046875,0.0375,0,0,,demand_cpu,cul_demand_cpu,supply_cpu
6.671875,6.696875,13.64525226,5,,60,,
6.515625,13.16875,21.7885351,10,,,,
5.49375,18.340625,22.8145179,15,,,,
5.43125,23.178125,19.65380535,20,,,,
4.728125,27.2625,21.03208546,25,,,,
3.7875,29.975,17.54384774,30,,,,
4.7875,32.68125,19.95007851,35,,,,
3.5125,34.259375,15.01483159,40,,,,
2.81875,34.26875,11.88241679,45,,,,
3.421875,33.696875,10.18023738,50,,,,
2.2875,31.796875,11.33517515,55,,,,
2.553125,29.509375,9.920137698,60,,,,
2.253125,26.746875,10.42577867,65,,,,
1.609375,24.10625,9.183682095,70,,,,
1.9125,21.896875,8.156691194,75,,,,
2.38125,19.646875,5.092427611,80,,,,
1.49375,18.1375,3.61394442,85,,,,
1.215625,15.140625,5.508165623,90,,,,
1.3875,13.384375,5.501799981,95,,,,
0.80625,11.215625,5.193666575,100,,,,
1.090625,9.671875,4.532615196,105,,,,
1.059375,8.559375,4.732091335,110,,,,
0.915625,7.390625,2.53479032,115,,,,
0.846875,6.559375,2.489404752,120,,,,
0.8,5.465625,2.594580669,125,,,,
0.88125,5.203125,0.761219919,130,,,,
0.9375,5.3,2.414831509,135,,,,
0.459375,4.884375,2.414831509,140,,,,
0.98125,4.6375,3.845924928,145,,,,
1.45,5.015625,4.321837418,150,,,,
0.878125,4.9875,5.78725502,155,,,,
0.996875,4.8875,4.196745566,160,,,,
0.925,4.81875,5.62956134,165,,,,
0.959375,4.646875,3.84584632,170,,,,
0.971875,4.58125,4.339864713,175,,,,
0.915625,4.334375,3.798299863,180,,,,
0.759375,3.690625,4.521882163,185,,,,
0.790625,3.478125,4.599802644,190,,,,
0.909375,3.615625,1.978135536,195,,,,
0.6875,3.465625,2.745134108,200,,,,
0.640625,2.79375,2.511493621,205,,,,
0.8375,2.871875,2.916705395,210,,,,
0.309375,2.509375,1.574295749,215,,,,
0.39375,1.95,2.389985815,220,,,,
0.378125,1.928125,2.772631142,225,,,,
0.840625,2.44375,2.772631142,230,,,,
0.69375,2.540625,1.828040293,235,,,,
0.528125,2.35625,0.405064538,240,,,,
0.53125,1.915625,0,245,,,,
0.50625,1.86875,0.419986802,250,,,,
0.325,1.45,1.813323924,255,,,,
0.3875,1.115625,1.827649359,260,,,,
0.525,1.309375,3.130038021,265,,,,
0.959375,1.79375,3.77804505,270,,,,
0.3625,1.7,4.122468639,275,,,,
0.16875,1.009375,1.86720186,280,,,,
0.625,0.971875,3.21066226,285,,,,
0.10625,0.96875,2.593295909,290,,,,
0.85625,1.471875,2.223593304,295,,,,
0.484375,1.609375,0.656044002,300,,,,
0.2625,1.18125,2.117427398,305,,,,
0.771875,1.24375,2.007100675,310,,,,
0.54375,1.4,2.007100675,315,,,,
0.621875,1.453125,2.352606367,320,,,,
0.465625,1.471875,1.950121905,325,,,,
0.553125,1.240625,1.950121905,330,,,,
0.44375,1.171875,0.189237961,335,,,,
0.603125,1.39375,1.852718076,340,,,,
0.496875,1.26875,2.585853007,345,,,,
0.4875,1.16875,2.382126857,350,,,,
0.903125,1.81875,3.223991419,355,,,,
0.75625,1.896875,3.637636067,360,,,,
0.646875,1.603125,4.144089082,365,,,,
